Married_No,Dependents,Credit_History,Property_Area,LoanAmount_t,ApplicantIncome_t,TotalIncome_t,EMI_t,Total_Income_Bins,LoanAmount_per_Total_Income_Bins,Credit_History_Income_Sum_t,Dependents_LoanAmount_Sum_t,LoanAmount_per_Total_Income_t,EMI_per_Loan_Amount_Term_t,Property_Area_LoanAmount_per_Total_Income_mean_t,Loan_Status
0,2,0.0,0,1.5728329570983648,1.5833132962653858,1.7110933341496526,2.378297915518952,2.0,1.0,2.400064482880139,2.0164817982882357,2.1458774028364695,1.0640637447263601,1.5904974831622867,0
0,1,0.0,1,1.6724266122716414,1.596513063495514,1.7224115928234427,2.4690644641477464,3.0,2.0,2.400064482880139,2.0218480199850446,2.183582067345165,1.10785318148011,1.5954912864149136,0
0,0,1.0,1,1.7507578093488765,1.7239996156159245,1.7399566160336064,2.5409964840370765,4.0,1.0,2.4667873237336684,2.0499227475968644,2.114189291378756,1.1408172724809524,1.5954912864149136,1
0,0,1.0,1,1.6013403482444186,1.5589976689279421,1.7088677534484453,2.4041963514613283,2.0,2.0,2.4667873237336684,2.0499227475968644,2.216787797646061,1.0768052600383862,1.5954912864149136,1
0,2,1.0,2,1.566826788597472,1.6136060838179054,1.710941952094768,2.3728500879650674,2.0,1.0,2.4667873237336684,2.0164817982882357,2.1378535810409423,1.0613587748824629,1.568713912764503,1
1,0,1.0,2,1.1851160204964712,1.472746991872972,1.6422923956513573,2.0335521414871285,0.0,2.0,2.4667873237336684,2.0499227475968644,2.2196050078384366,0.8783967557284306,1.568713912764503,0
1,2,1.0,1,1.5958305809273485,1.5976879324504667,1.7160227182007872,2.399185575096243,2.0,1.0,2.4667873237336684,2.0164817982882357,2.1297190588159913,1.0743553005597626,1.5954912864149136,1
0,1,0.0,2,1.7677683026863584,1.61169794419489,1.7285494883791928,2.556677207972084,3.0,3.0,2.400064482880139,2.0218480199850446,2.272627199760831,1.1477986761694798,1.568713912764503,0
1,0,1.0,2,1.4346883644013897,1.5752893918509567,1.6849820836949518,2.2537938094994283,0.0,2.0,2.4667873237336684,2.0499227475968644,2.198598432946848,1.000182903323406,1.568713912764503,0
1,1,1.0,0,1.5544796980373556,1.6275918096335467,1.705152959283207,2.361660392080055,1.0,2.0,2.4667873237336684,2.0218480199850446,2.1801529629498675,1.055776097843181,1.5904974831622867,0
0,0,1.0,1,1.5787328161314984,1.5885267600220667,1.7099940119943615,2.383652270582717,2.0,1.0,2.4667873237336684,2.0499227475968644,2.167287855698822,1.066713955563798,1.5954912864149136,1
1,3,1.0,0,1.9227736652645906,1.760864156353072,1.7624497711476796,2.7004830015759036,4.0,1.0,2.4667873237336684,2.002254345411783,2.1315943971535765,1.2084838812465162,1.5904974831622867,0
0,0,1.0,2,1.585963757668585,1.5318172808873955,1.7012311386913543,2.3902186081999868,1.0,3.0,2.4667873237336684,2.0499227475968644,2.275930660720944,1.0699527160224587,1.568713912764503,1
0,0,0.0,2,1.535056728662697,1.503351538503434,1.684833392039365,2.34408449065432,0.0,4.0,2.400064482880139,2.0499227475968644,2.3721763325022267,1.0469352502191964,1.568713912764503,0
0,0,1.0,1,1.6566044331920002,1.594713614171123,1.7095956317370211,2.4545915973194665,2.0,3.0,2.4667873237336684,2.0499227475968644,2.3022154948013673,1.1010341995103285,1.5954912864149136,1
1,0,1.0,2,1.738311919202995,1.61169794419489,1.7481518406230612,2.5295368198547643,4.0,0.0,2.4667873237336684,2.0499227475968644,2.0054279334699756,1.1356689925735128,1.568713912764503,1
1,0,1.0,1,1.566826788597472,1.597617013184303,1.7123419168264897,2.3728500879650674,2.0,1.0,2.4667873237336684,2.0499227475968644,2.122894966800685,1.0613587748824629,1.5954912864149136,1
1,0,1.0,2,1.4606755448912938,1.5922648236676238,1.6916374005765833,2.27708384887689,0.0,1.0,2.4667873237336684,2.0499227475968644,2.171185208108769,1.012449425687181,1.568713912764503,0
1,0,1.0,2,1.2833825339033529,1.5013515880676551,1.6823718763907685,2.1194945641423666,0.0,0.0,2.4667873237336684,2.0499227475968644,1.9873514753900472,0.9269885168664578,1.568713912764503,1
0,0,0.0,2,1.4391627045121034,1.5388119195551737,1.6703046633350804,2.2577992829424858,0.0,4.0,2.400064482880139,2.0499227475968644,2.3643540225079396,1.0023023644228204,1.568713912764503,1
0,0,1.0,1,1.6326132666503037,1.6042977050566247,1.7196400610781224,2.4326839777482223,3.0,1.0,2.4667873237336684,2.0499227475968644,2.1495035535556495,1.0905937726784845,1.5954912864149136,1
0,0,1.0,2,1.5214493971559455,1.6276774180766587,1.7051851825520619,2.3317906374457813,1.0,1.0,2.4667873237336684,2.0499227475968644,2.1264682813420404,1.0406995989338486,1.568713912764503,1
1,0,1.0,2,1.4924456048260686,1.5850732190321088,1.6888310168104725,2.3056409136356137,0.0,3.0,2.4667873237336684,2.0499227475968644,2.2538866608611046,1.0272968848459796,1.568713912764503,1
0,1,1.0,2,1.2613965446394204,1.6525274552243974,1.7144350290350086,2.10017460536987,2.0,0.0,2.4667873237336684,2.0218480199850446,1.6705915310051713,0.9161624401112054,1.568713912764503,1
0,0,1.0,2,1.6566044331920002,1.6565706908605367,1.7159208423050367,2.4545915973194665,2.0,2.0,2.4667873237336684,2.0499227475968644,2.2301867086552827,1.1010341995103285,1.568713912764503,1
0,0,0.0,2,1.5958305809273485,1.5515571740919334,1.718111038980122,2.399185575096243,3.0,1.0,2.400064482880139,2.0499227475968644,2.1073184323484027,1.0743553005597626,1.568713912764503,0
1,0,1.0,1,1.6566044331920002,1.6062769598147424,1.7196243967723734,2.4545915973194665,3.0,2.0,2.4667873237336684,2.0499227475968644,2.188704800637764,1.1010341995103285,1.5954912864149136,1
0,0,1.0,1,1.535056728662697,1.5102610759416206,1.6912341246143976,2.34408449065432,0.0,3.0,2.4667873237336684,2.0499227475968644,2.3002346299260568,1.0469352502191964,1.5954912864149136,1
1,0,1.0,1,1.5958305809273485,1.571866389282955,1.683626925217049,2.399185575096243,0.0,4.0,2.4667873237336684,2.0499227475968644,2.497159777935559,1.0743553005597626,1.5954912864149136,1
1,0,1.0,1,1.5728329570983648,1.613732360155586,1.6999029863387063,2.378297915518952,1.0,3.0,2.4667873237336684,2.0499227475968644,2.268398825879846,1.0640637447263601,1.5954912864149136,0
0,2,1.0,2,1.6326132666503037,1.6254052148040403,1.7043290710372763,2.4326839777482223,1.0,3.0,2.4667873237336684,2.0164817982882357,2.321184968774443,1.0905937726784845,1.568713912764503,0
0,1,0.0,2,1.8853306036066175,1.74936983984601,1.7486588914383772,2.6655995074491465,4.0,2.0,2.400064482880139,2.0218480199850446,2.233145643252812,1.1943063947490198,1.568713912764503,0
0,2,1.0,1,1.5249036595011276,1.5546502745619726,1.6954252352898844,2.3349099386880883,1.0,2.0,2.4667873237336684,2.0164817982882357,2.236788940991011,1.0422857608218468,1.5954912864149136,1
0,0,1.0,1,1.5214493971559455,1.5233459398941644,1.6933692877279258,2.3317906374457813,0.0,3.0,2.4667873237336684,2.0499227475968644,2.2534324771280514,1.0406995989338486,1.5954912864149136,1
0,0,1.0,0,1.6350915928128096,1.5833526519963075,1.7137003538408042,2.43494495053978,2.0,2.0,2.4667873237336684,2.0499227475968644,2.219206121128498,1.0916778643055824,1.5904974831622867,0
0,1,1.0,2,1.7309856169634033,1.7010245588260724,1.7436210958215952,2.5227963664687247,4.0,0.0,2.4667873237336684,2.0218480199850446,2.043116099029538,1.132622572952069,1.568713912764503,1
0,2,1.0,2,1.6566044331920002,1.5829980431698478,1.719159845450787,2.4545915973194665,3.0,2.0,2.4667873237336684,2.0164817982882357,2.193880012926617,1.1010341995103285,1.568713912764503,1
0,0,1.0,2,1.5958305809273485,1.5441591704439417,1.7197886023059672,2.399185575096243,3.0,1.0,2.4667873237336684,2.0499227475968644,2.0894362816918313,1.0743553005597626,1.568713912764503,1
0,3,1.0,2,1.5317066167115299,1.569405213756027,1.6826497792016037,2.3410562588080306,0.0,4.0,2.4667873237336684,2.002254345411783,2.3910242473643746,1.0454032080711901,1.568713912764503,1
0,0,0.0,0,1.7019818246335268,1.5497576222116307,1.7178918259333416,2.4961509843079694,3.0,3.0,2.400064482880139,2.0499227475968644,2.2844868831301626,1.2123148827719648,1.5904974831622867,0
0,1,0.0,0,1.6917246050779422,1.6346317430129647,1.7077945116397695,2.486742964525642,2.0,4.0,2.400064482880139,2.0218480199850446,2.385000210355777,1.1160977666906968,1.5904974831622867,0
1,0,0.0,1,1.5845300637021213,1.61169794419489,1.6991267256424754,2.388916340002361,1.0,3.0,2.400064482880139,2.0499227475968644,2.2971252780289686,1.0693113842025361,1.5954912864149136,0
0,0,1.0,1,1.8509865283072058,1.654352037909028,1.7435799914125358,2.633682872222499,4.0,2.0,2.4667873237336684,2.0499227475968644,2.2360138124666853,1.181033983151101,1.5954912864149136,0
1,0,0.0,2,1.612093968983826,1.576659772391679,1.7126898870503302,2.4139832484584964,2.0,2.0,2.400064482880139,2.0499227475968644,2.192370011334972,1.1779665804158623,1.568713912764503,0
0,1,1.0,2,1.914334395936494,1.7400932104576543,1.745497419024898,2.6926128606287834,4.0,3.0,2.4667873237336684,2.0218480199850446,2.3210608829881587,1.2053149000877976,1.568713912764503,1
0,3,1.0,2,1.6094379124341003,1.6834425530557335,1.7256642802354467,2.4115650856066275,3.0,0.0,2.4667873237336684,2.002254345411783,2.048391269138649,1.3065683046060408,1.568713912764503,1
1,0,0.0,1,1.637551628578684,1.6159237049515456,1.7007375024759832,2.4371897225425228,1.0,4.0,2.400064482880139,2.0499227475968644,2.3714698807744155,1.0927526899972124,1.5954912864149136,0
0,0,1.0,2,1.7158314922711508,1.5769899306403907,1.7196165625868918,2.50886664156327,3.0,3.0,2.4667873237336684,2.0499227475968644,2.288210547428517,1.1262839734085635,1.568713912764503,1
0,2,1.0,1,1.5249036595011276,1.5066432043660045,1.6937411022848288,2.3349099386880883,0.0,3.0,2.4667873237336684,2.0164817982882357,2.2552002792219676,1.0422857608218468,1.5954912864149136,1
1,0,1.0,1,1.4648163848908127,1.5885267600220667,1.690181079726155,2.280800697812943,0.0,2.0,2.4667873237336684,2.0499227475968644,2.193331337127074,1.042600770310489,1.5954912864149136,1
0,3,0.0,1,1.517958963866847,1.6293785663718707,1.7058249826554868,2.3286397355715325,1.0,1.0,2.400064482880139,2.002254345411783,2.1141863815268276,1.0390946206999745,1.5954912864149136,0
0,3,1.0,1,1.7437028722848622,1.6430783874052848,1.7252513278377295,2.534499200116459,3.0,3.0,2.4667873237336684,2.002254345411783,2.2702162963079258,1.1379031479287307,1.5954912864149136,1
1,0,1.0,2,1.5757959395707801,1.5976879324504667,1.6937411022848288,2.3809865740296616,0.0,4.0,2.4667873237336684,2.0499227475968644,2.3429433824565717,1.0214549190707656,1.568713912764503,0
1,0,1.0,2,1.7234946650127172,1.5976879324504667,1.734352684933413,2.5159085253867293,4.0,1.0,2.4667873237336684,2.0499227475968644,2.1331600202413714,1.1294955536722908,1.568713912764503,0
0,1,1.0,2,1.566826788597472,1.426062438905368,1.6973315606782138,2.3728500879650674,1.0,3.0,2.4667873237336684,2.0218480199850446,2.286849871541988,1.0613587748824629,1.568713912764503,0
0,3,0.0,1,1.7309856169634033,1.5752893918509567,1.7261209614396398,2.5227963664687247,3.0,2.0,2.400064482880139,2.002254345411783,2.238637503572285,1.1575367596193524,1.5954912864149136,0
0,3,0.0,1,1.6225114834851941,1.582047911852469,1.7130985647465962,2.423473237728044,2.0,2.0,2.400064482880139,2.002254345411783,2.2050320594637967,1.086161778087826,1.5954912864149136,1
1,0,1.0,1,1.5698434004374446,1.6010497791582714,1.6950398490882526,2.375585891581068,1.0,3.0,2.4667873237336684,2.0499227475968644,2.317813161938827,1.0627182323985045,1.5954912864149136,1
0,1,1.0,1,1.6040614517908056,1.5385389494362218,1.6701928156528127,2.406671939784834,0.0,4.0,2.4667873237336684,2.0218480199850446,2.6770094139257585,1.078012957302291,1.5954912864149136,1
0,2,1.0,2,1.7059979374722516,1.4669206616105133,1.6864760754448955,2.4998367723022223,0.0,4.0,2.4667873237336684,2.0164817982882357,2.675518927546856,1.122144081442276,1.568713912764503,0
0,0,0.0,1,1.8599099419954073,1.6606574563081147,1.7329204926616681,2.6419681114713907,3.0,4.0,2.400064482880139,2.0499227475968644,2.3806633239886623,1.1845072956802252,1.5954912864149136,0
0,1,1.0,2,1.3040076684760487,1.6058766957930075,1.6968974733227447,2.1376651373384883,1.0,0.0,2.4667873237336684,2.0218480199850446,1.8817144228410843,1.0023023644228204,1.568713912764503,1
1,0,1.0,1,1.637551628578684,1.536944804375332,1.707304819608794,2.4371897225425228,2.0,3.0,2.4667873237336684,2.0499227475968644,2.2956316358859423,1.0927526899972124,1.5954912864149136,1
0,2,0.0,1,1.5317066167115299,1.582047911852469,1.7115725577096919,2.3410562588080306,2.0,1.0,2.400064482880139,2.0164817982882357,2.0757062965174153,1.0454032080711901,1.5954912864149136,1
0,0,1.0,1,1.548130299713791,1.5441591704439417,1.704350940965997,2.35591123472368,1.0,2.0,2.4667873237336684,2.0499227475968644,2.1784362372771,1.0528938591078438,1.5954912864149136,1
1,0,1.0,2,1.7823691769058227,1.7089898751979908,1.7347231796848732,2.570153203692333,4.0,2.0,2.4667873237336684,2.0499227475968644,2.2251551930719664,1.153740324084712,1.568713912764503,1
0,0,1.0,1,1.7215953246411713,1.6536203390230768,1.7414306455413135,2.5141627657572623,4.0,1.0,2.4667873237336684,2.0499227475968644,2.0524295680001323,1.1287007470556796,1.5954912864149136,1
0,0,1.0,1,1.6250657744003838,1.566276240537924,1.71623423035655,2.4258014477516032,2.0,1.0,2.4667873237336684,2.0499227475968644,2.174605499825632,1.0872844263892316,1.5954912864149136,1
0,2,1.0,1,1.7454806542766497,1.6661718874267053,1.7502708413240042,2.5361361167868277,4.0,0.0,2.4667873237336684,2.0164817982882357,1.9934999667993156,1.2283119659619155,1.5954912864149136,1
0,2,1.0,2,1.4648163848908127,1.579643368183701,1.7092724587788246,2.280800697812943,2.0,0.0,2.4667873237336684,2.0164817982882357,1.9969989461011308,1.0143940982022437,1.568713912764503,1
1,0,1.0,1,1.6013403482444186,1.6106371117919176,1.6987213721491687,2.4041963514613283,1.0,4.0,2.4667873237336684,2.0499227475968644,2.3308998093566955,1.0768052600383862,1.5954912864149136,1
1,0,1.0,1,1.0729586082894003,1.5930003846724994,1.691923364777823,1.9368081313824221,0.0,0.0,2.4667873237336684,2.0499227475968644,1.6210927352061582,1.0023023644228204,1.5954912864149136,1
1,0,0.0,2,1.6094379124341003,1.6772283166899586,1.723431054166929,2.4115650856066275,3.0,1.0,2.400064482880139,2.0499227475968644,2.071991917148898,1.0803947553347852,1.568713912764503,0
0,0,1.0,1,1.6399936419427081,1.543317627868902,1.7061521123468208,2.4394185266200057,1.0,3.0,2.4667873237336684,2.0499227475968644,2.31306037202197,1.093818392401771,1.5954912864149136,1
0,0,1.0,1,1.3040076684760487,1.5135216702602867,1.6816876727488317,2.1376651373384883,0.0,0.0,2.4667873237336684,2.0499227475968644,2.024917156492438,0.9371106284035384,1.5954912864149136,1
0,0,1.0,1,1.5816440427877498,1.6124006620828168,1.6993950221883063,2.386295398238124,1.0,3.0,2.4667873237336684,2.0499227475968644,2.2891423066739676,1.1659300970557716,1.5954912864149136,1
0,0,1.0,1,1.6250657744003838,1.4983683731055546,1.711263044131807,2.4258014477516032,2.0,2.0,2.4667873237336684,2.0499227475968644,2.229712438163252,1.0872844263892316,1.5954912864149136,1
0,2,1.0,2,1.630116376073918,1.6155505068151839,1.7286521420144512,2.4304065661492618,3.0,0.0,2.4667873237336684,2.0164817982882357,2.0486218132602994,1.1849945782223916,1.568713912764503,1
1,0,1.0,1,1.6724266122716414,1.6318363924811667,1.735184741752171,2.4690644641477464,4.0,0.0,2.4667873237336684,2.0499227475968644,2.0441029384957017,1.10785318148011,1.5954912864149136,1
0,1,1.0,2,1.6896347340734104,1.7730264442149644,1.7566171520580938,2.48482709656156,4.0,0.0,2.4667873237336684,2.0218480199850446,1.8474220303226754,1.1152087851041788,1.568713912764503,1
0,0,1.0,1,1.6250657744003838,1.6264452766844608,1.732833071475196,2.4258014477516032,3.0,0.0,2.4667873237336684,2.0499227475968644,1.997109709125473,1.0872844263892316,1.5954912864149136,1
0,1,1.0,2,1.6917246050779422,1.6000079959428821,1.7038231957235357,2.486742964525642,1.0,4.0,2.4667873237336684,2.0218480199850446,2.4324893396016094,1.1160977666906968,1.568713912764503,1
0,1,1.0,2,1.535056728662697,1.5704036564494472,1.6980879271019427,2.34408449065432,1.0,2.0,2.4667873237336684,2.0218480199850446,2.2247527378797605,1.0469352502191964,1.568713912764503,1
0,2,1.0,2,1.8053668007348065,1.7483726067612129,1.7527035358316563,2.5914095284220466,4.0,1.0,2.4667873237336684,2.0164817982882357,2.057999542874236,1.1630036099993781,1.568713912764503,1
1,0,1.0,0,1.5958305809273485,1.687826841494492,1.727232785067364,2.399185575096243,3.0,0.0,2.4667873237336684,2.0499227475968644,2.011290907417086,1.0743553005597626,1.5904974831622867,0
0,2,0.0,2,1.791759469228055,1.5994491375092337,1.7276738258014182,2.578828022384801,3.0,3.0,2.400064482880139,2.0164817982882357,2.3243713185911106,1.1575367596193524,1.568713912764503,0
0,3,1.0,1,1.5144315940900013,1.519564409989856,1.6789802139437764,2.3254565786126284,0.0,4.0,2.4667873237336684,2.002254345411783,2.4017475168564304,0.9925074762380982,1.5954912864149136,1
1,0,1.0,2,1.637551628578684,1.644349012034941,1.7114133721920854,2.4371897225425228,2.0,2.0,2.4667873237336684,2.0499227475968644,2.2489949695415725,1.0927526899972124,1.568713912764503,1
0,0,1.0,1,1.6448246443768972,1.5649773088907744,1.710904028433486,2.443829137561993,2.0,3.0,2.4667873237336684,2.0499227475968644,2.267075528863104,1.0959229822636363,1.5954912864149136,1
0,0,0.0,0,1.6746268402820919,1.5912283782304275,1.7295090080783995,2.4710785994569133,3.0,1.0,2.400064482880139,2.0499227475968644,2.10880198617391,1.1087972052270274,1.5904974831622867,0
1,1,1.0,1,1.6702117646987518,1.689995966172016,1.7280066515754282,2.4670373246891493,3.0,1.0,2.4667873237336684,2.0218480199850446,2.118210779978781,1.1069018411871654,1.5954912864149136,1
1,0,1.0,1,1.5902282081552215,1.6374516334178901,1.7088479204277647,2.3940931496464586,2.0,2.0,2.4667873237336684,2.0499227475968644,2.198607257880735,1.0718579057895248,1.5954912864149136,1
0,1,1.0,0,1.7401186083594415,1.782183163044994,1.759658477753948,2.531199642889372,4.0,0.0,2.4667873237336684,2.0218480199850446,1.8872577312281755,1.2263616871382959,1.5904974831622867,1
0,0,1.0,1,1.678984200804543,1.5752893918509567,1.71265338290317,2.475068524038826,2.0,3.0,2.4667873237336684,2.0499227475968644,2.3055845575383227,1.1106637070280447,1.5954912864149136,1
0,1,0.0,2,1.4808837521634388,1.5282682484099126,1.691809186480425,2.2952377361971212,0.0,2.0,2.400064482880139,2.0218480199850446,2.20250952892916,1.0219131546155227,1.568713912764503,1
0,0,1.0,0,1.7215953246411713,1.6505819184568318,1.729659631345547,2.5141627657572623,3.0,2.0,2.4667873237336684,2.0499227475968644,2.1827093944137816,1.1287007470556796,1.5904974831622867,0
1,0,1.0,2,1.8522760205665125,1.735652515381888,1.7439757205917943,2.6348798169336294,4.0,2.0,2.4667873237336684,2.0499227475968644,2.2334854115231595,1.1815369794234016,1.568713912764503,1
0,1,1.0,0,1.7309856169634033,1.652956127870585,1.7334068915644318,2.5227963664687247,4.0,1.0,2.4667873237336684,2.0218480199850446,2.1557815574407653,1.132622572952069,1.5904974831622867,1
1,0,1.0,1,1.2613965446394204,1.61169794419489,1.6991267256424754,2.10017460536987,1.0,0.0,2.4667873237336684,2.0499227475968644,1.8027410691177477,0.9161624401112054,1.5954912864149136,1
1,0,0.0,1,1.6399936419427081,1.5236512621077898,1.7470732231026544,2.4394185266200057,4.0,0.0,2.400064482880139,2.0499227475968644,1.873627449439414,1.093818392401771,1.5954912864149136,1
0,2,1.0,1,1.4648163848908127,1.566231654794591,1.681386353782687,2.280800697812943,0.0,3.0,2.4667873237336684,2.0164817982882357,2.2877492602268146,1.0143940982022437,1.5954912864149136,1
0,0,1.0,0,1.755952719687776,1.6159237049515456,1.7199288773805865,2.545783076498908,3.0,4.0,2.4667873237336684,2.0499227475968644,2.3543676844213515,1.1429561034543398,1.5904974831622867,1
1,0,0.0,0,1.5108664977177517,1.5956162820996014,1.6929387447149529,2.3222404914654904,0.0,2.0,2.400064482880139,2.0499227475968644,2.240295538799651,1.0358265678289684,1.5904974831622867,1
0,3,1.0,0,1.97116766854609,1.8505597757206982,1.7817196721424124,2.745698591048112,4.0,0.0,2.4667873237336684,2.002254345411783,1.9856033956824706,1.2263616871382959,1.5904974831622867,1
1,0,1.0,0,1.6276006408621235,1.6017055210779587,1.7131527803279434,2.4281124724155725,2.0,2.0,2.4667873237336684,2.0499227475968644,2.212861087786296,1.0883972046860266,1.5904974831622867,1
0,1,0.0,2,1.6917246050779422,1.737030772260853,1.7589606380435603,2.486742964525642,4.0,0.0,2.400064482880139,2.0218480199850446,1.8269165309359114,1.2084838812465162,1.568713912764503,0
0,0,0.0,0,1.7346688956922651,1.6624459058295031,1.735184741752171,2.5261846176708374,4.0,1.0,2.400064482880139,2.0499227475968644,2.1417874661234113,1.134155620674268,1.5904974831622867,0
1,0,0.0,2,2.158990787629894,1.8273179858771018,1.7743453968231784,2.9224667148912085,4.0,4.0,2.400064482880139,2.0499227475968644,2.3827221300752046,1.2589732444106576,1.568713912764503,1
1,0,1.0,2,1.4346883644013897,1.5159325699079358,1.6963167010436726,2.2537938094994283,1.0,1.0,2.4667873237336684,2.0499227475968644,2.0813793221337513,1.000182903323406,1.568713912764503,1
1,0,1.0,1,1.4161650806831194,1.5551348481067082,1.676937714356834,2.237231673582176,0.0,3.0,2.4667873237336684,2.0499227475968644,2.252745583368766,0.991376768768086,1.5954912864149136,1
0,0,1.0,1,1.0729586082894003,1.5869642484026942,1.6895708086820693,1.9368081313824221,0.0,0.0,2.4667873237336684,2.0499227475968644,1.6396356847742946,1.0023023644228204,1.5954912864149136,1
1,0,1.0,1,1.5416576044280903,1.6332685151149764,1.7072843025767888,2.3500539976167008,2.0,1.0,2.4667873237336684,2.0499227475968644,2.136544136750414,1.0499477799117554,1.5954912864149136,1
0,3,1.0,1,1.8899603076601732,1.6062769598147424,1.749663453825638,2.669907872893549,4.0,2.0,2.4667873237336684,2.002254345411783,2.2288971701180906,1.1960758654505108,1.5954912864149136,0
0,0,1.0,0,1.4769389329477711,1.6244449096600213,1.7039667204889362,2.2916910135749027,1.0,1.0,2.4667873237336684,2.0499227475968644,2.069104175873966,1.0200710746534765,1.5904974831622867,0
0,2,1.0,2,1.4924456048260686,1.5813708961031356,1.7236751930166943,2.3056409136356137,3.0,0.0,2.4667873237336684,2.0164817982882357,1.8955632164786878,1.0272968848459796,1.568713912764503,1
